skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
shadow master	2	4	1	2	38		skShadowMaster	sdShadowMaster	sdShadowMaster	skShadowMaster																	36	StrSkill3		usmc	256	74	StrSkill54		((110*(lvl-1))/(lvl+5)*(par4-par3))/100+par3		74	StrSkillAttackRating		lvl*par2		13	StrSkill42		(lvl-1)*par1		36	StrCooldown		(100*25)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25						36	StrSkillCastingDelaySingular	StrSkillCastingDelayPlural	15	25	74	StrMastStrDexPercent		(blvl==20)?50:0		74	StrSkillMaxShadows		pets												40	Sksyn	skShadowMaster	2		75	StrSkillExtraSummon		1	7	40	MasteryBonus		7		74	StrMastStrDexPercent		50																0			0
royal strike	3	3	2	3	14		skPhoenixStrike	sdPhoenixStrike	sdPhoenixStrike	skPhoenixStrike	18			fire	m1en	m1ex	ltng	m2en	m2ex	cold	m3en	m3ex	1	royalstrikemeteor	royalstrikechainlightning	royalstrikechaosice	75	Eskillphoenix3		m3en	m3ex	75	Eskillphoenix2		m2en	m2ex	75	StrSkillFireDamageAveragePerSecond		miss('royalstrikemeteorfire'.edns)*3*25*(mael+100)/100/256	miss('royalstrikemeteorfire'.edxs)*3*25*(mael+100)/100/256	75	Eskillphoenix1		m1en	m1ex	74	StrSkill22		toht							36	StrSkill3		usmc	256	74	ModStr2z		clc1		74	ModStr2y		clc1		36	StrSkillDurationSingular	StrSkill20	len	25						40	Sksyn	skPhoenixStrike	2		76	Firedplev	skFistsOfFire	10		76	AFDImm	skFistsOfFire	6		76	Ltngdplev	skClawsOfThunder	13		76	Colddplev	skBladesOfIce	10		40	MasteryBonus		7		74	StrMastMartialArtsDuration		20	0			0
delerium change	0	0	0	0	2		Runeword22	Runeword22	Runeword22	Runeword22																																																																																																													0
interact	0	0	0	0	2		SkillNameInteract	SkillDescInteract	SkillDescInteract	SkillNameInteract																																																																																																													0
loot	0	0	0	0	2		SkillNameLoot	SkillDescLoot	SkillDescLoot	SkillNameLoot																																																																																																													0
townportal	0	0	0	0	18		skillname219	skillld219	skillld219	skillan219																																																																																																													0
emotewheel	0	0	0	0	2		SkillNameEmoteWheel	SkillDescEmoteWheel	SkillDescEmoteWheel	SkillNameEmoteWheel																																																																																																													0
swapweapons	0	0	0	0	2		SkillNameSwapWeapons	SkillDescSwapWeapons	SkillDescSwapWeapons	SkillNameSwapWeapons																																																																																																													0
map	0	0	0	0	2		SkillNameMap	SkillDescMap	SkillDescMap	SkillNameMap																																																																																																													0
showitems	0	0	0	0	2		SkillNameShowItems	SkillDescShowItems	SkillDescShowItems	SkillNameShowItems																																																																																																													0
runtoggle	0	0	0	0	2		SkillNameRunToggle	SkillDescRunToggle	SkillDescRunToggle	SkillNameRunToggle																																																																																																													0
cubeloot	0	0	0	0	2		SkillNameCubeLoot	SkillDescCubeLoot	SkillDescCubeLoot	SkillNameCubeLoot																																																																																																													0
teleport	0	0	0	1	58		skTeleport	sdTeleport	sdTeleport	skTeleport																	36	StrSkill3		"max(usmc, 1)"	256																																																																																								0
slow_missiles	0	0	0	1	2		skSlowMissiles	sdSlowMissiles	sdSlowMissiles	skSlowMissiles																																																																																																													0
frost_nova	0	0	0	1	2		skFrostNova	sdFrostNova	sdFrostNova	skFrostNova																																																																																																													0
bone_armor	0	0	0	1	68		skBoneArmor	skBoneArmor	skBoneArmor	skBoneArmor																																																																																																													0
attract	0	0	0	1	40		skAttract	sdAttract	sdAttract	skAttract																																																																																																													0
charged bolt	0	0	0	1	2		skChargedBolt	sdChargedBolt	sdChargedBolt	skChargedBolt																																																																																																													0
fire bolt	0	0	0	1	2		skFireBolt	sdFireBolt	sdFireBolt	skFireBolt																																																																																																													0
double strike	0	0	0	1	42		skDoubleStrike	sdDoubleStrike	sdDoubleStrike	skDoubleStrike	7	clc2											2				74	StrSkillDamagePercent		clc2		74	StrSkill22		toht		74	StrSkill11		2		74	StrSkillConvElem		clc4																																																																										0
ice blast	0	0	0	1	2		skIceBlast	sdIceBlast	sdIceBlast	skIceBlast	5																36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill29	edln	25	75	StrSkill6		enma	exma																																											skIceBlast																																			0
ctc_boltnova	0	0	0	1	2		skBoltNova	sdBoltNova	sdBoltNova	skBoltNova																																																																																																													0
void release	0	0	0	1	44		skVoidRelease	sdVoidRelease	sdVoidRelease	skVoidRelease	5																36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		edmn	edmx																																											skVoidRelease	2																																		0
feeble frame	0	0	0	1	2		skFeebleFrame	sdFeebleFrame	sdFeebleFrame	skFeebleFrame																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	36	StrCooldown		"max((150-blvl)*((100-stat('item_cooldownreduction'.accr))/100),1)"	25											74	StrSkillReduceMagRes		ast1		74	StrSkillReduceAttackRating		ast2		74	StrSkillReduceDeadlyStrike		ast3		74	StrSkillReduceBlocking		ast4		36	StrCooldown		"max((((100)*(100-stat('item_cooldownreduction'.accr)))/100),10)"	25			skFeebleFrame																																			0
ctc_howl	0	0	0	3	2		skHowl	sdHowl	sdHowl	skHowl																	36	StrSkillDurationSingular	StrSkill20	ln56	25	36	StrSkill58		ln34*2	3																					36	StrSkill3		usmc	256																																																										0
ctc_taunt	0	0	0	1	2		skTaunt	sdTaunt	sdTaunt	skTaunt																	74	StrSkill38		-ln34		74	StrSkill57		ln12																						36	StrSkill3		usmc	256																																																										0
leapattack2	0	0	0	0	2		skLeapAttack	sdLeapAttack	sdLeapAttack	skLeapAttack	7	clc1											2				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																						36	StrSkill3		usmc	256																																																										0
war cry	0	0	0	1	2		skWarCry	sdWarCry	sdWarCry	skWarCry	5													warcryr			36	StrSkill3		usmc	256	36	StrSkillStunLengthSingular	StrSkill48	clc1	25	36	StrSkillRadiusSingular	StrSkill18	m1rn*2	3	75	StrSkill4		pnma	pxma																																																																									0
vigor_i	0	0	0	0	2		skVigor	sdVigor	sdVigor	skVigor																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill69		ln34		74	StrSkill102		ln34		74	StrSkill89		dm56																																																																										0
stun	0	0	0	0	2		skStun	sdStun	sdStun	skStun	7	clc1											1				36	StrSkillStunLengthSingular	StrSkill48	"min(250,edln)"	25	74	StrSkill22		toht																						36	StrSkill3		usmc	256	74	StrSkillDamagePercent		clc1																																																						0
sanctuary_i	0	0	0	0	2		skSanctuary	sdSanctuary	sdSanctuary	skSanctuary	5																36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	StrSkill39		enma	exma	74	StrSkillDamageToUndead		ln34																																																																															0
meditation_i	0	0	0	0	2		skMeditation	sdMeditation	sdMeditation	skMeditation																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill88		ln34																																																	skMeditation																																			0
redemption_i	0	0	0	0	2		skRedemption	sdRedemption	sdRedemption	skRedemption																	74	StrSkill107		ln56		74	StrSkill109		dm34																						36	StrSkillRadiusSingular	StrSkill18	ln12*2	3																							skRedemption																																			0
amadesc	0	0	0	0	80		skAmazon	sdSummonSoul	sdSummonSoul	skAmazon																																																																																																													0
sordesc	0	0	0	0	92		skSorceress	sdSummonSoul	sdSummonSoul	skSorceress																																																																																																													0
necdesc	0	0	0	0	88		skNecromancer	sdSummonSoul	sdSummonSoul	skNecromancer																																																																																																													0
paldesc	0	0	0	0	90		skPaladin	sdSummonSoul	sdSummonSoul	skPaladin																																																																																																													0
bardesc	0	0	0	0	84		skBarbarian	sdSummonSoul	sdSummonSoul	skBarbarian																																																																																																													0
drudesc	0	0	0	0	86		skDruid	sdSummonSoul	sdSummonSoul	skDruid																																																																																																													0
assdesc	0	0	0	0	82		skAssassin	sdSummonSoul	sdSummonSoul	skAssassin																																																																																																													0
amadesc2	0	0	0	0	80		skAmazon2	sdSummonSoul2	sdSummonSoul2	skAmazon2																																																																																																													0
sordesc2	0	0	0	0	92		skSorceress2	sdSummonSoul2	sdSummonSoul2	skSorceress2																																																																																																													0
necdesc2	0	0	0	0	88		skNecromancer2	sdSummonSoul2	sdSummonSoul2	skNecromancer2																																																																																																													0
paldesc2	0	0	0	0	90		skPaladin2	sdSummonSoul2	sdSummonSoul2	skPaladin2																																																																																																													0
bardesc2	0	0	0	0	84		skBarbarian2	sdSummonSoul2	sdSummonSoul2	skBarbarian2																																																																																																													0
drudesc2	0	0	0	0	86		skDruid2	sdSummonSoul2	sdSummonSoul2	skDruid2																																																																																																													0
assdesc2	0	0	0	0	82		skAssassin2	sdSummonSoul2	sdSummonSoul2	skAssassin2																																																																																																													0
amadesc3	0	0	0	0	80		skAmazon3	sdSummonSoul3	sdSummonSoul3	skAmazon3																																																																																																													0
sordesc3	0	0	0	0	92		skSorceress3	sdSummonSoul3	sdSummonSoul3	skSorceress3																																																																																																													0
necdesc3	0	0	0	0	88		skNecromancer3	sdSummonSoul3	sdSummonSoul3	skNecromancer3																																																																																																													0
paldesc3	0	0	0	0	90		skPaladin3	sdSummonSoul3	sdSummonSoul3	skPaladin3																																																																																																													0
bardesc3	0	0	0	0	84		skBarbarian3	sdSummonSoul3	sdSummonSoul3	skBarbarian3																																																																																																													0
drudesc3	0	0	0	0	86		skDruid3	sdSummonSoul3	sdSummonSoul3	skDruid3																																																																																																													0
assdesc3	0	0	0	0	82		skAssassin3	sdSummonSoul3	sdSummonSoul3	skAssassin3																																																																																																													0
amadesc4	0	0	0	0	80		skAmazon4	sdSummonSoul4	sdSummonSoul4	skAmazon4																																																																																																													0
sordesc4	0	0	0	0	92		skSorceress4	sdSummonSoul4	sdSummonSoul4	skSorceress4																																																																																																													0
necdesc4	0	0	0	0	88		skNecromancer4	sdSummonSoul4	sdSummonSoul4	skNecromancer4																																																																																																													0
paldesc4	0	0	0	0	90		skPaladin4	sdSummonSoul4	sdSummonSoul4	skPaladin4																																																																																																													0
bardesc4	0	0	0	0	84		skBarbarian4	sdSummonSoul4	sdSummonSoul4	skBarbarian4																																																																																																													0
drudesc4	0	0	0	0	86		skDruid4	sdSummonSoul4	sdSummonSoul4	skDruid4																																																																																																													0
assdesc4	0	0	0	0	82		skAssassin4	sdSummonSoul4	sdSummonSoul4	skAssassin4																																																																																																													0
amadesc5	0	0	0	0	80		skAmazon5	sdSummonSoul5	sdSummonSoul5	skAmazon5																																																																																																													0
sordesc5	0	0	0	0	92		skSorceress5	sdSummonSoul5	sdSummonSoul5	skSorceress5																																																																																																													0
necdesc5	0	0	0	0	88		skNecromancer5	sdSummonSoul5	sdSummonSoul5	skNecromancer5																																																																																																													0
paldesc5	0	0	0	0	90		skPaladin5	sdSummonSoul5	sdSummonSoul5	skPaladin5																																																																																																													0
bardesc5	0	0	0	0	84		skBarbarian5	sdSummonSoul5	sdSummonSoul5	skBarbarian5																																																																																																													0
drudesc5	0	0	0	0	86		skDruid5	sdSummonSoul5	sdSummonSoul5	skDruid5																																																																																																													0
assdesc5	0	0	0	0	82		skAssassin5	sdSummonSoul5	sdSummonSoul5	skAssassin5																																																																																																													0
amadesc6	0	0	0	0	80		skAmazon6	sdSummonSoul6	sdSummonSoul6	skAmazon6																																																																																																													0
sordesc6	0	0	0	0	92		skSorceress6	sdSummonSoul6	sdSummonSoul6	skSorceress6																																																																																																													0
necdesc6	0	0	0	0	88		skNecromancer6	sdSummonSoul6	sdSummonSoul6	skNecromancer6																																																																																																													0
paldesc6	0	0	0	0	90		skPaladin6	sdSummonSoul6	sdSummonSoul6	skPaladin6																																																																																																													0
bardesc6	0	0	0	0	84		skBarbarian6	sdSummonSoul6	sdSummonSoul6	skBarbarian6																																																																																																													0
drudesc6	0	0	0	0	86		skDruid6	sdSummonSoul6	sdSummonSoul6	skDruid6																																																																																																													0
assdesc6	0	0	0	0	82		skAssassin6	sdSummonSoul6	sdSummonSoul6	skAssassin6																																																																																																													0
amadesc7	0	0	0	0	80		skAmazon7	sdSummonSoul7	sdSummonSoul7	skAmazon7																																																																																																													0
sordesc7	0	0	0	0	92		skSorceress7	sdSummonSoul7	sdSummonSoul7	skSorceress7																																																																																																													0
necdesc7	0	0	0	0	88		skNecromancer7	sdSummonSoul7	sdSummonSoul7	skNecromancer7																																																																																																													0
paldesc7	0	0	0	0	90		skPaladin7	sdSummonSoul7	sdSummonSoul7	skPaladin7																																																																																																													0
bardesc7	0	0	0	0	84		skBarbarian7	sdSummonSoul7	sdSummonSoul7	skBarbarian7																																																																																																													0
drudesc7	0	0	0	0	86		skDruid7	sdSummonSoul7	sdSummonSoul7	skDruid7																																																																																																													0
assdesc7	0	0	0	0	82		skAssassin7	sdSummonSoul7	sdSummonSoul7	skAssassin7																																																																																																													0
amadesc8	0	0	0	0	80		skAmazon8	sdSummonSoul8	sdSummonSoul8	skAmazon8																																																																																																													0
sordesc8	0	0	0	0	92		skSorceress8	sdSummonSoul8	sdSummonSoul8	skSorceress8																																																																																																													0
necdesc8	0	0	0	0	88		skNecromancer8	sdSummonSoul8	sdSummonSoul8	skNecromancer8																																																																																																													0
paldesc8	0	0	0	0	90		skPaladin8	sdSummonSoul8	sdSummonSoul8	skPaladin8																																																																																																													0
bardesc8	0	0	0	0	84		skBarbarian8	sdSummonSoul8	sdSummonSoul8	skBarbarian8																																																																																																													0
drudesc8	0	0	0	0	86		skDruid8	sdSummonSoul8	sdSummonSoul8	skDruid8																																																																																																													0
assdesc8	0	0	0	0	82		skAssassin8	sdSummonSoul8	sdSummonSoul8	skAssassin8																																																																																																													0
amadesc9	0	0	0	0	80		skAmazon9	sdSummonSoul9	sdSummonSoul9	skAmazon9																																																																																																													0
sordesc9	0	0	0	0	92		skSorceress9	sdSummonSoul9	sdSummonSoul9	skSorceress9																																																																																																													0
necdesc9	0	0	0	0	88		skNecromancer9	sdSummonSoul9	sdSummonSoul9	skNecromancer9																																																																																																													0
paldesc9	0	0	0	0	90		skPaladin9	sdSummonSoul9	sdSummonSoul9	skPaladin9																																																																																																													0
bardesc9	0	0	0	0	84		skBarbarian9	sdSummonSoul9	sdSummonSoul9	skBarbarian9																																																																																																													0
drudesc9	0	0	0	0	86		skDruid9	sdSummonSoul9	sdSummonSoul9	skDruid9																																																																																																													0
assdesc9	0	0	0	0	82		skAssassin9	sdSummonSoul9	sdSummonSoul9	skAssassin9																																																																																																													0
amadesc10	0	0	0	0	80		skAmazon10	sdSummonSoul10	sdSummonSoul10	skAmazon10																																																																																																													0
sordesc10	0	0	0	0	92		skSorceress10	sdSummonSoul10	sdSummonSoul10	skSorceress10																																																																																																													0
necdesc10	0	0	0	0	88		skNecromancer10	sdSummonSoul10	sdSummonSoul10	skNecromancer10																																																																																																													0
paldesc10	0	0	0	0	90		skPaladin10	sdSummonSoul10	sdSummonSoul10	skPaladin10																																																																																																													0
bardesc10	0	0	0	0	84		skBarbarian10	sdSummonSoul10	sdSummonSoul10	skBarbarian10																																																																																																													0
drudesc10	0	0	0	0	86		skDruid10	sdSummonSoul10	sdSummonSoul10	skDruid10																																																																																																													0
assdesc10	0	0	0	0	82		skAssassin10	sdSummonSoul10	sdSummonSoul10	skAssassin10																																																																																																													0
might	0	0	0	0	62		skMight	sdMight	sdMight	skMight																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkillDamagePercent		ast1																																																	skMight																																			0
prayer	0	0	0	0	64		skPrayer	sdPrayer	sdPrayer	skPrayer																	36	StrSkill34		usmc	256	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkillHealFlat		edmn																																												skPrayer																																			0
defiance	0	0	0	0	66		skDefiance	sdDefiance	sdDefiance	skDefiance																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill21		ast1																																																	skDefiance																																			0
blessed aim	0	0	0	0	68		skBlessedAim	sdBlessedAim	sdBlessedAim	skBlessedAim																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill22		ast1																																																	skBlessedAim																																			0
cleansing_i	0	0	0	0	2		skCleansing	sdCleansing	sdCleansing	skCleansing																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	74	StrSkill74		ast1																																																	skCleansing																																			0
reduce fire resist	0	0	0	0	2		skReduceFireRes	skReduceFireRes	skReduceFireRes	skReduceFireRes																																																																																																													0
reduce cold resist	0	0	0	0	2		skReduceColdRes	skReduceColdRes	skReduceColdRes	skReduceColdRes																																																																																																													0
reduce mag resist	0	0	0	0	2		skReduceMagRes	skReduceMagRes	skReduceMagRes	skReduceMagRes																																																																																																													0
reduce light resist	0	0	0	0	2		skReduceLightRes	skReduceLightRes	skReduceLightRes	skReduceLightRes																																																																																																													0
bone spikes	0	0	0	1	70		skBoneSpikes	sdBoneSpikes	sdBoneSpikes	skBoneSpikes	5													bonespikesmaker			36	StrSkill3		usmc	256	36	StrSkillRangeSingular	StrSkill56	m1rn*2	3	74	StrSkill22		toht		75	StrSkill4		pnma	pxma											74	WeapDamsk		100																																																											0
calcified crave	0	0	0	1	72		skCalcifiedCarve	sdCalcifiedCarve	sdCalcifiedCarve	skCalcifiedCarve	17													calcified			36	StrSkill3		usmc	256	74	StrSkill22		toht		75	StrSkill39		enma	exma	75	StrSkill4		pnma	pxma											74	WeapDamsk		75		36	StrCooldown		(100*25)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																																																					0
patient zero	0	0	0	1	74		skPatientZero	sdPatientZero	sdPatientZero	skPatientZero	5																36	StrSkill34		usmc	256	74	StrPoisonLenReduction		pst2		74	StrSkillPoisonRes		pst3		74	StrPoisonMastery		pst1												36	StrSkillRadiusSingular	StrSkill18	rng*2	3	36	StrSkill63		elen	25	75	StrSkill8		enms*edln/256	exms*edln/256																																																0
skull mob	0	0	0	2	76		skSkullMob	sdSkullMob	sdSkullMob	skSkullMob	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkillSkulls		clc1																																																																															0
electro ball	0	0	0	2	78		skElectroBall	sdElectroBall	sdElectroBall	skElectroBall	5													electroball	electrobolt		36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	74	StrSkillBalls		clc1																	36	StrCooldown		(100*25)/(100+(100*((stat('item_cooldownreduction'accr)>=200)?200:stat('item_cooldownreduction'accr))/100))	25																																																										0
ignite	0	0	0	0	2		skIgnite	skIgnite	skIgnite	skIgnite																																																																																																													0
rapid strikes	0	0	0	2	2		skRapidStrikes	sdRapidStrikes	sdRapidStrikes	skRapidStrikes	23	clc1											1				74	StrSkillDamagePercent		clc1		74	StrSkill22		toht																																																																																				0
mage crush	0	0	0	0	2		skMageCrush	skMageCrush	skMageCrush	skMageCrush																																																																																																													0
trembling vortex	0	0	0	0	2		skTremblingVortex	skTremblingVortex	skTremblingVortex	skTremblingVortex																																																																																																													0
starfall	0	0	0	0	2		skStarfall	skStarfall	skStarfall	skStarfall																																																																																																													0
earthquake	0	0	0	0	2		skEarthquake	skEarthquake	skEarthquake	skEarthquake																																																																																																													0
arachnophobia	0	0	0	1	2		skArachno	sdArachno	sdArachno	skArachno																	74	StrSkillDamagePercent		pst1		74	StrSkill63		8		75	StrSkill8		156	225	75	StrSkill4		pnma*(100+pst1)/100	pxma*(100+pst1)/100	74	StrSpiders		pets		74	StrSkillPiercePoison	ast6			74	StrSkill21		pst3		74	StrSkill22		pst2		13	StrSkill42		clc1																																																	0
summon spirit wolf	0	0	0	1	46		skSummonSpiritWolf	sdSummonSpiritWolf	sdSummonSpiritWolf	saSummonSpiritWolf																	74	StrSkill21		ln56		74	StrSkill22		ln12		74	ESkillWolves		"min(lvl,par3)"		75	StrSkill4		pnma*(100+skill('Summon Grizzly'.ln12))/100	pxma*(100+skill('Summon Grizzly'.ln12))/100											13	StrSkill42		(skill('summon fenris'.lvl) > 0) ? skill('summon fenris'.ln12) : 0		36	StrSkill3		usmc	256																		skSummonSpiritWolf																																			0
molten boulder	0	0	0	3	36		skMoltenBoulder	sdMoltenBoulder	sdMoltenBoulder	skMoltenBoulder	5													ctcmoltenboulderfirepath			36	StrSkill3		usmc	256	75	StrSkillFireDamageAveragePerSecond		m1eo*25*3*(mael+100)/100/256	m1ey*25*3*(mael+100)/100/256	75	StrSkill5		enma	exma	75	StrSkill4		pnma	pxma											74	WeapDamsk		20		36	StrCooldown		"max((((50)*(100-stat('item_cooldownreduction'.accr)))/100),10)"	25																		skMoltenBoulder																																			0
inferno	0	0	0	1	10		skInferno	sdInferno	sdInferno	skInferno	8																74	StrSkillManaCostPerSecond		mps		36	StrSkillRangeSingular	StrSkill56	ln12/4*2	3	75	StrSkillFireDamageAveragePerSecond		enms*12/256	exms*12/256																74	StrSkill115		par3																								skInferno																																			0
ctc_tornado	0	0	0	0	2		skTornado	sdTornado	sdTornado	skTornado	5																75	StrSkill4		pnma	pxma																										36	StrSkill3		usmc	256																							skTornado																																			0
shock wave	0	0	0	2	28		skShockWave	sdShockWave	sdShockWave	skShockWave	5																36	StrSkillStunLengthSingular	StrSkill48	ln12	25	75	StrSkill4		pnma	pxma																					36	StrSkill3		usmc	256																							skShockWave																																			0
hunger	0	0	0	2	2		skHunger	sdHunger	sdHunger	skHunger	14												1				74	EskillManaSteal		dm34		74	EskillLifeSteal		dm12		74	StrSkill22		toht																	36	StrSkill3		usmc	256	74	StrSkillDamagePercent		par5																			skHunger																																			0
ctc_twister	0	0	0	0	16		skTwister	sdTwister	sdTwister	skTwister	5																75	StrSkill4		pnma	pxma																										36	StrSkill3		usmc	256	36	StrSkillStunLengthSingular	StrSkill48	par2	25																		skTwister																																			0
carrion vine	0	0	0	1	14		skCarrionVine	sdCarrionVine	sdCarrionVine	skCarrionVine																	36	StrSkill3		usmc	256	74	StrSkill88		dm56		13	StrSkill42		(lvl-1)*par3		74	StrVines		1																																							skCarrionVine																																			0
oak sage	0	0	0	1	48		skOakSage	sdOakSage	sdOakSage	skOakSage																	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	74	StrSkill100		ln12		13	StrSkill42		(lvl-1)*par1																																							skOakSage																																			0
arctic blast	0	0	0	3	36		skArcticBlast	sdArcticBlast	sdArcticBlast	skArcticBlast	8																74	StrSkillManaCostPerSecond		mps		36	StrSkillRangeSingular	StrSkill56	ln12/4*2	3	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkillColdDamageAveragePerSecond		enms*12/256	exms*12/256											74	StrSkill115		par3																								skArcticBlast																																			0
solar creeper	0	0	0	1	8		skSolarCreeper	sdSolarCreeper	sdSolarCreeper	skSolarCreeper																	74	StrSkillHealPercent		dm56		13	StrSkill42		(lvl-1)*par3		74	StrVines		1																	36	StrSkill3		usmc	256																							skSolarCreeper																																			0
heart of wolverine	0	0	0	1	50		skHeartOfWolverine	sdHeartOfWolverine	sdHeartOfWolverine	saHeartOfWolverine																	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	74	StrSkillDamagePercent		ln56		74	StrSkill22		ln34		13	StrSkill42		(lvl-1)*par1																																		skHeartOfWolverine																																			0
spirit of barbs	1	3	2	1	52		skSpiritOfBarbs	sdSpiritOfBarbs	sdSpiritOfBarbs	saSpiritOfBarbs																	36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	ln78*2	3	74	StrSkill55		ln34		13	StrSkill42		(lvl-1)*par1																																							skSpiritOfBarbs																																			0
pack call	0	0	0	0	2		skPackCall	skPackCall	skPackCall	skPackCall																																																																																																													0
primal sound	0	0	0	0	2		skPrimalSound	skPrimalSound	skPrimalSound	skPrimalSound																																																																																																													0
lightning	0	0	0	0	2		skLightning	sdLightning	sdLightning	skLightning	5																36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkillMaxLightRes		ast3		74	StrSkillLightAbsorb		ast2		74	StrSkillLightThorns		ast1		75	StrSkill7		enma	exma																										40	Sksyn	skLightning	2		76	Ltngdplev	skRollingThunder	par8		76	Ltngdplev	skNova	par8		76	Ltngdplev	skChainLightning	par8		40	MasteryBonus		7		18	StrMastLightning											0
blinkstrike	2	1	2	2	14	10	skBlinkStrike	sdBlinkStrike	sdBlinkStrike	skBlinkStrike	17												1				36	StrSkill3		usmc	256	36																									74	WeapDamsk		100																						40	Sksyn	skBlinkStrike	2		76	Damplev	skStaticField	par7		76	Ltngdplev	skDischarge	par8																								0
glacial spike	0	0	0	3	2		skGlacialSpike	sdGlacialSpike	sdGlacialSpike	skGlacialSpike	5																36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill29	edln	25	75	StrSkill6		enma	exma																36	StrSkillRadiusSingular	StrSkill18	rng*2	3																					40	Sksyn	skGlacialSpike	2		76	Colddplev	skIceBolt	par8		76	Colddplev	skAbominable	par8		76	Colddplev	skBlizzard	par8		40	MasteryBonus		7														0
mercaura1							skSealofDeath	sdSealofAnything	sdSealofAnything	skSealofDeath																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	MercAuraStatIAS		pst1	ast1	75	MercAuraStatAR		pst2	ast2	75	MercAuraStatFRW		pst3	ast3	40	MercAuraStatInfo																																		40	MasteryBonusNS		7		18	StrMastFanaticism																															0
mercaura2							skSealofDestruction	sdSealofAnything	sdSealofAnything	skSealofDestruction																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	MercAuraStatIAS		pst1	ast1	75	MercAuraStatAR		pst2	ast2	75	MercAuraStatDMG		pst3	ast3	40	MercAuraStatInfo																																		40	MasteryBonusNS		7		18	StrMastFanaticism																															0
mercaura3							skSealofDespair	sdSealofAnything	sdSealofAnything	skSealofDespair																	36	StrSkillRadiusSingular	StrSkill18	rng*2	3	75	MercAuraStatFCR		pst1	ast1	75	ModStr4g		pst2	ast2	75	MercAuraStatDEF		pst3	ast3	40	MercAuraStatInfo																																		40	MasteryBonusNS		7		18	StrMastFanaticism																															0
