name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	spelldesc	spelldescstr	calc1	spelldesccalc	spelldesccolor
Ghost Wand	nwnd	1wpn	7yw	ywn	7yw	100		1	1	0	xxx			25	50			0	0	0	0		10	100		25		36		65	1	48	7029	121218		312	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeWand2	10		
Lich Wand	nwnd	1wpn	7bw	bwn	7bw	100		1	1	0	xxx			13	39			0	0	0	0		-20	100		25		44		75	1	56	7366	146120		312	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeWand5	-20		
Unearthed Wand	nwnd	1wpn	7gw	bwn	7gw	100		1	1	0	xxx			28	35			0	0	0	0			100		25		46		86	1	64	6150	141316		312	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeWand3			
Truncheon	bran	1wpn	7cl	clb	7cl	100		1	1	0	xxx			44	54			0	0	0	0		-10	100		88	43	138		52	1	39	1190	21175		363	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb	invclbu	invclbu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeBranch4	-10		
Mighty Scepter	pscp	1wpn	7sc	mac	7sc	100		2	1	0	xxx			50	65			0	0	0	0			100		125	65	126		62	1	46	16159	257168		313	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScepter3			
Seraph Rod	pscp	1wpn	7qs	mac	7qs	100		4	1	0	xxx			57	68			0	0	0	0	1	10	100		108	69	150		76	1	57	18801	365315		313	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScepter2	10		
Caduceus	pscp	1wpn	7ws	whm	7ws	100		4	1	0	xxx			47	54			0	0	0	0	1	-10	100		97	70	176		85	1	66	18296	397790		313	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp			1	6	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScepter4	-10		
Tyrant Club	bran	1wpn	7sp	clb	7sp	100		3	1	0	xxx			40	73			0	0	0	0	1		100		133		164		57	1	42	5434	83640		383	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc	invspcu	invspcu	1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeClub3			
Reinforced Mace	mace	1wpn	7ma	mac	7ma	100		4	1	0	xxx			52	62			0	0	0	0			100		145	46	150		63	1	47	11812	192839		356	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace3			
Devil Star	mace	1wpn	7mt	mac	7mt	100		4	1	0	xxx			54	67			0	0	0	0	1	10	100		153	44	180		70	1	52	12539	226936		356	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst	invmstu	invmstu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeMace2	10		
Scourge	mace	1wpn	7fl	fla	7fl	100		4	1	0	xxx			4	100			0	0	0	0	2	-10	100		125	77	164		76	1	57	15626	304986		356	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace4	-10		
Legendary Mallet	hamm	1wpn	7wh	whm	7wh	100		4	1	0	xxx			63	77			0	0	0	0		20	125		189		164		82	1	61	11510	244663		383	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer1	20		
Ogre Maul	hamm	2wpn	7m7	mau	7m7	100		4	1	0	xxx			0	0		1	107	182	0	0	1	10	130		260		150		69	1	51	9725	175153		318	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer2	10		
Thunder Maul	hamm	2wpn	7gm	mau	7gm	100		3	1	0	xxx			0	0		1	54	214	0	0	2	20	130		280		150		85	1	65	14257	311957		318	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeHammer1	20		
Falcata	swor	1wpn	7ss	ssd	7ss	100		3	1	0	xxx			39	74			0	0	0	0			85		150	88	60		56	1	42	12544	181716		383	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Ataghan	swor	1wpn	7sm	scm	7sm	100		3	1	0	xxx			33	58			0	0	0	0		-20	80	60	138	95	56		61	1	45	12882	203057		383	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword5	-20		
Elegant Blade	swor	1wpn	7sb	scm	7sb	100		3	1	0	xxx			42	57			0	0	0	0		-10	70	70	109	122	80		63	1	47	18228	293891		383	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword4	-10		
Hydra Edge	swor	1wpn	7fc	flc	7fc	100		4	1	0	xxx			35	85			0	0	0	0		10	100		142	105	80		69	1	51	14783	262410		383	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Phase Blade	xbow	1wpn	7cr	crs	7cr	100		2	1	0	xxx			39	44			0	0	0	0	1	-30	90	60	25	136	100		73	1	54	20544	382728		310	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	8	0	xxx	xxx	1	0		4	ItemTypeSpellBlade5	-30		
Conquest Sword	swor	1wpn	7bs	bsd	7bs	100		4	1	0	xxx			47	67			0	0	0	0			110	20	142	112	80		78	1	58	15235	305386		383	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Cryptic Sword	swor	1wpn	7ls	lsd	7ls	100		4	1	0	xxx			7	97			0	0	0	0	1	-10	90	80	99	109	110		82	1	61	11445	243318		383	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword4	-10		
Mythical Sword	swor	1wpn	7wd	flc	7wd	100		4	1	0	xxx			50	63			0	0	0	0	1		100		147	124	110		85	1	66	16150	352179		383	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Shinogi	kata	1wpn	72h	clm	72h	100		4	1	0	xxx			28	70			63	118	0	0	3	-20	70	120	105	125	110		59	1	44	19031	287110		365	2hs	92h	72h	ht1	ht1	5	1hsl	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword5	-20		
Highland Blade	swor	2wpn	7cm	clm	7cm	100		4	1	0	xxx			28	78	1	1	84	120	0	0	2	10	105		171	104	126		66	1	49	11513	197061		383	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Balrog Blade	swor	2wpn	7gs	gsd	7gs	100		4	1	0	xxx			19	94	1	1	69	148	0	0	2		110		185	87	126		71	1	53	13065	239500		383	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Champion Sword	swor	2wpn	7b7	clm	7b7	100		4	1	0	xxx			30	68	1	1	89	104	0	0	1	-10	110		163	103	100		77	1	57	15951	315261		383	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword4	-10		
Colossal Sword	swor	2wpn	7fb	clm	7fb	100		4	1	0	xxx			33	88	1	1	77	152	0	0	2		110	20	182	95	126		80	1	60	19840	405300		383	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword3			
Colossus Blade	swor	2wpn	7gd	gsd	7gd	100		4	1	0	xxx			32	82	1	1	73	144	0	0	2	10	120		189	110	126		85	1	63	17807	387403		383	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword2	10		
Bone Knife	knif	1wpn	7dg	dgr	7dg	100		2	1	0	xxx			29	62			0	0	0	0		-20	75	75	38	75	66		58	1	43	9943	150476		383	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife5	-20		
Mithral Point	knif	1wpn	7di	dir	7di	100		2	1	0	xxx			47	67			0	0	0	0			70	80	55		138		70	1	52	14390	259332		383	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife3			
Fanged Knife	knif	1wpn	7kr	dir	7kr	100		2	1	0	xxx			19	72			0	0	0	0		-20	75	75	42		90		83	1	62	10983	236701		312	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife5	-20		
Legend Spike	knif	1wpn	7bl	dgr	7bl	100		3	1	0	xxx			39	59			0	0	0	0		-10	75	75	65		118		85	1	66	12861	282292		312	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeKnife4	-10		
Flying Knife	tkni	1wpn	7tk	dgr	7tk	100		2	1	0	xxx			29	68			0	0	29	68			75	75	48	141	16		64	1	48	2	9652		383	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	500	500	500	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeThrowKnife3			
Flying Axe	fthr	1wpn	7ta	hax	7ta	100		2	1	0	xxx			22	82			0	0	19	83		10	75	75	88	108	38		56	1	42	2	8676		376	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	500	500	500	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	2	0	xxx	xxx	1	0		4	ItemTypeThrowAxe2	10		
Winged Knife	tkni	1wpn	7bk	dgr	7bk	100		2	1	0	xxx			34	44			0	0	29	49		-20	75	75	45	142	50		77	1	57	2	12019		383	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	500	500	500	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeThrowKnife5	-20		
Winged Axe	taxe	1wpn	7b8	hax	7b8	100		2	1	0	xxx			14	70			0	0	57	75		-10	75	75	96	122	40		80	1	60	2	12516		383	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	500	500	500	flpbal	invbal			1	4	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeThrowAxe4	-10		
Hyperion Javelin	jave	1wpn	7ja	jav	7ja	100		4	1	0	xxx			27	72			0	0	35	69	2	-10	75	75		123	26		54	1	40	2	8179		383	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	500	500	500	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			1	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
Stygian Pilum	jave	1wpn	7pi	pil	7pi	100		4	1	0	xxx			18	80			0	0	27	94	2		75	75		112	30		62	1	46	2	9428		383	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	500	500	500	flppil	invpil			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeJavelin3			
Balrog Spear	jave	1wpn	7s7	jav	7s7	100		4	1	0	xxx			42	79			0	0	50	78	2	10	75	75		95	36		71	1	53	2	10894		383	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	500	500	500	flpssp	invssp			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeJavelin2	10		
Ghost Glaive	fthr	1wpn	7gl	glv	7gl	100		4	1	0	xxx			24	75			0	0	38	107	2	20	75	75		125	40		79	1	59	2	12208		376	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	500	500	500	flpglv	invglv			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin1	20		
Winged Harpoon	fthr	1wpn	7ts	pil	7ts	100		4	1	0	xxx			34	44			0	0	14	97	2	-10	75	75		130	46		85	1	65	2	12383		376	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	500	500	500	flptsp	invtsp			1	4	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0			37	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
Hyperion Spear	pole	2wpn	7sr	spr	7sr	100		4	1	0	xxx			0	0		1	44	149	0	0	3	-10	100		155	120	76		58	1	43	12720	190740		383	spr	9sr	7sr	2ht	2ht	5	2ht	2	4					flpspr	invspr			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm4	-10		
Stygian Pike	pole	2wpn	7tr	tri	7tr	100		4	1	0	xxx			0	0		1	37	180	0	0	3		100		168	97	88		66	1	49	13878	236080		383	tri	9tr	7tr	2ht	2ht	5	2ht	2	4					flptri	invtri	invtriu	invtriu	1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm3			
Mancatcher	pole	2wpn	7br	brn	7br	100		4	1	0	xxx			0	0		1	53	115	0	0	4	-20	100		132	134	70		74	1	55	11726	224838		383	brn	9br	7br	2ht	2ht	5	2ht	2	4					flpbrn	invbrn			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm5	-20		
Ghost Spear	pole	2wpn	7st	tri	7st	100		4	1	0	xxx			0	0		1	23	194	0	0	4		100		122	163	70		83	1	62	13798	295117		383	spt	9st	7st	2ht	2ht	5	2ht	2	4					flpspt	invspt			1	6	0	2 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm3			
War Pike	pole	2wpn	7p7	pik	7p7	100		4	1	0	xxx			0	0		1	42	223	0	0	4	20	100		165	106	64		85	1	66	12856	282190		383	pik	9p9	7p7	2ht	2ht	5	2ht	2	4					flppik	invpik			1	6	0	3 square reach	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypePolearm1	20		
Ogre Axe	pole	2wpn	7o7	hal	7o7	100		4	1	0	xxx			0	0		1	35	182	0	0	2		100		195	75	126		60	1	45	7897	124952		383	bar	9b7	7o7	stf	stf	5	2hsl	2	4					flpbar	invbar			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm3			
Colossus Voulge	pole	2wpn	7vo	hal	7vo	100		4	1	0	xxx			0	0		1	22	207	0	0	2	10	100		210	55	126		64	1	48	10258	171022		383	vou	9vo	7vo	stf	stf	5	2hsl	2	4					flpvou	invvou			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm2	10		
Reaper Scythe	pole	2wpn	7s8	scy	7s8	100		4	1	0	xxx			0	0		1	15	177	0	0	1	-20	100		100		164		71	1	53	8869	165021		315	scy	9s8	7s8	stf	stf	5	2hsl	2	4					flpscy	invscy	invscyu	invscyu	1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScythe5	-20		
Cryptic Axe	pole	2wpn	7pa	hal	7pa	100		4	1	0	xxx			0	0		1	42	188	0	0	3	10	100		165	103	164		79	1	59	13207	269242		383	pax	9pa	7pa	stf	stf	5	2hsl	2	4					flppax	invpax			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm2	10		
Great Poleaxe	pole	2wpn	7h7	pax	7h7	100		4	1	0	xxx			0	0		1	58	159	0	0	4		100		179	99	138		84	1	63	17243	371007		383	hal	9h9	7h7	stf	stf	5	2hsl	2	4					flphal	invhal			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypePolearm3			
Reaper Thresher	scyt	2wpn	7wc	scy	7wc	100		3	1	0	xxx			0	0		1	50	143	0	0	4	-20	100		120		138		85	1	66	14154	309764		315	wsc	9wc	7wc	stf	stf	5	2hsl	2	4					flpwsc	invwsc			1	6	0	2 square reach	0	item_woodweaponlarge	12	item_woodweaponlarge	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeScythe5	-20		
Walking Stick	sstf	2wpn	6ss	bst	6ss	100		2	1	0	xxx			0	0		1	87	107	0	0	1	-10	100		25		50		58	1	43	6523	100886	1	383	sst	8ss	6ss	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff4	-10		
