index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Giant Crusher	425	100	1			1	1	73	55	ucl	Loricated Mail		3	5000				D2R_Jank				ac%		160	200	bar		1	2	crush/str	2			str%		5	10	noheal		1	1	fire-thorns		30	30	red-dmg%		5	10																						0
Chained Lightning	426	100	1			1	1	67	65	uhn	Boneweave		3	5000	dyel	dyel		D2R_Jank				gethit-skill	CTC_ChargedBolt	25	15	abs-ltng%		5	5	res-ltng-max		15	15	ease		-50	-50	pierce-ltng		15	15	mana/lvl		8	16	ac%		100	250	sock		1	2	skill	Chain Lightning	3	6	balance		24	24	pierce-immunity-light		10	10						0
Savitr's Garb	427	100	1			1	1	75	56	urs	Great Hauberk		3	5000				D2R_Jank				ac%		190	210	kill-skill	Adrenaline	15	1	nofreeze		1	1	balance		12	24	cdr		10	20	ext-att		3	5	deadly/dex	2			att%		5	10																		0
Arkaine's Valor	428	100	1			1	1	85	85	upl	Balrog Skin		3	5000	lred	lred		D2R_Jank				ac%		150	180	balance		30	30	allskills		1	2	red-dmg		10	15	vit/lvl	4			oskill	War Stance	3	3	ease		-15	-15																						0
Strength Unleashed	429	100	1			1	1	78	59	ult	Hellforge Plate		3	5000				D2R_Jank				ac%		180	220	kill-skill	CTC_Fade	3	5	str%		5	15	dmg%		150	150	res-all		30	30	ext-att		1	3	hp%		3	5	Weight-Capacity		2	4																		0
Leviathan	430	100	1			1	1	73	65	uld	kraken shell		5	5000	cgrn	cgrn		D2R_Jank				ac%		170	200	ac		100	150	red-dmg%		15	25	str		40	50																																		0
Duality	431	100	1			1	1	82	62	uth	Lacquered Plate		3	5000				D2R_Jank				ac%		200	240	allskills		1	1	ease		-35	-35	move		25	25	crush		10	20	cdr		15	25	pierce-immunity-all		10	20																						0
Steel Carapice	432	100	1			1	1	74	66	uul	shadow plate		3	5000	dgry	dgry		D2R_Jank				ac%		190	220	balance		20	20	red-dmg		9	14	res-cold		40	60	regen-mana		10	15	rep-dur	5			gethit-skill	CTC_IronMaiden	8	6																						0
Tyrael's Might	433	100	1			1	1	87	84	uar	sacred armor		5	5000	dblu	dblu		D2R_Jank				ease		-100	-100	ac%		120	150	rip		1	1	dmg-demon		50	100	nofreeze		1	1	move		20	20	res-all		20	30	str		20	30	Weight-Capacity		5	10	oskill	Consecrated Ground	3	7										0
Spiritual Protector	434	100	1			1	1	95	63	utp	Archon Plate		5	5000				D2R_Jank				oskill	Spirit's Embrace	5	5	hp		50	100	hp%		5	10	allskills		1	1	pierce-immunity-cold		30	50	res-all-max		3	5																										0
Cleansing Ward	435	100	1			1	1	58	43	uuc	Heater		5	5000				D2R_Jank				ac%		120	150	all-stats%		3	5	block		20	20	blockrate		20	20	aura	Clear Ailment	3	3	allskills		1	1	dex/lvl	1			smite		36	37																		0
Blackoak Shield	436	100	1			1	1	67	61	uml	Luna		3	5000				D2R_Jank				dex/lvl	4			ac%		160	200	abs-cold/lvl	5			gethit-skill	CTC_Weaken	4	5	dur		45	45	hp/lvl	10			blockrate		50	50	half-freeze		1	1	smite		39	40														0
Astrogha's Web	437	100	1			1	1	64	48	urg	Hyperion		3	5000				D2R_Jank				ac%		140	180	ac/lvl	16			gethit-skill	Arachnophobia	5	10	heal-kill		3	7	mana-kill		3	5	sum-ex		1	3	cast		15	25	res-all-max		5	10	smite		41	44														0
Stormshield	438	100	1			1	1	77	73	uit	Monarch		3	5000				D2R_Jank				ac/lvl	30			red-dmg%		35	35	str		30	30	blockrate		35	35	res-ltng		25	25	block		25	25	res-cold		60	60	light-thorns		10	10	smite		60	61														0
Medusa's Gaze	439	100	1			1	1	84	76	uow	aegis		3	5000	lred	lred		D2R_Jank				ac%		150	180	slow		20	20	gethit-skill	CTC_LowerResist	10	7	lifesteal		5	9	death-skill	CTC_Nova	100	44	res-cold		40	80	smite		48	49																						0
Spirit Ward	440	100	1			1	1	76	68	uts	ward		3	5000	dblu	dblu		D2R_Jank				ac%		130	180	abs-cold		6	11	res-all		30	40	block		20	30	blockrate		25	25	gethit-skill	CTC_Fade	5	8	smite		42	43																						0
Indra's Mark	441	100	1			1	1	57	42	ulg	Bramble Mitts		3	5000	bwht	bwht		D2R_Jank				ac%		90	120	lightskill		1	1	extra-ltng		5	15	cdr		10	20	abs-ltng%		5	10	cast		15	15																										0
Dracul's Grasp	442	100	1			1	1	84	76	uvg	vampirebone gloves		5	5000	dred	dred		D2R_Jank				ac%		90	120	lifesteal		7	10	openwounds		10	10	hit-skill	CTC_LifeTap	5	10	heal-kill		5	10	str		10	15																										0
Souldrain	443	100	1			1	1	82	74	umg	vambraces		5	5000	dred	dred		D2R_Jank				ac%		90	120	manasteal		4	7	lifesteal		4	7	hit-skill	CTC_Weaken	8	3	dmg-ac		-50	-50																														0
Carthas's Presence	444	100	1			1	1	76	57	utg	Crusader Gauntlets		5	5000	lpur	lpur		D2R_Jank				ac%		120	180	skilltab	10	1	1	nofreeze		1	1	addxp		5	10	regen		5	10	pierce-elem		10	15	cdr		5	10																						0
Steelrend	445	100	1			1	1	78	70	uhg	ogre gauntlets		3	5000				D2R_Jank				ac%		170	210	str		15	20	dmg%		30	60	crush		10	10	aura	Might	5	7																														0
Mana Wyrm	446	100	1			1	1	60	45	ulb	Wyrmhide Boots		3	5000				D2R_Jank				ac%		120	180	move		10	20	res-fire		10	15	res-fire-max		5	5	res-ltng		10	15	res-ltng-max		5	5	mana/lvl	16																								0
Sandstorm Trek	447	100	1			1	1	72	64	uvb	scarabshell boots		5	5000				D2R_Jank				ac%		140	170	move		20	20	balance		20	20	hp/lvl	2			mana		25	50	res-pois		40	70	rep-dur	5			str		10	15	vit		10	15														0
Marrowwalk	448	100	1			1	1	74	66	umb	boneweave boots		5	5000	dgry			D2R_Jank				ac%		170	200	move		20	20	charged	Bone Prison	13	33	regen		3	10	regen-mana		10	10	half-freeze		1	1	str		10	20	dex		17	17	skill	Summon Mastery	1	2														0
Crimson Shift	449	100	1			1	1	80	60	utb	Mirrored Boots		5	5000	cred	cred		D2R_Jank				ac%		180	220	oskill	Blink Strike	3	3	res-fire		15	25	res-ltng		15	25	res-cold		15	25	att		150	250	res-pois-len		25	25	red-dmg		8	12																		0
Lelantus's Frenzy	450	100	1			1	1	85	65	uhb	Myrmidon Greaves		5	5000	dpur	dpur		D2R_Jank				ac%		180	220	kill-skill	Adrenaline	20	1	kill-skill	Vanish	10	3	kill-skill	Weaken	5	3	heal-kill		2	5	mana-kill		2	5	ext-att		1	2																						0
Arachnid Mesh	451	100	1			1	1	87	80	ulc	spiderweb sash		5	5000	dpur			D2R_Jank				ac%		90	120	cast		20	20	charged	Venom	11	3	allskills		1	1	slow		10	10	mana%		5	5																										0
Nosferatu's Coil	452	100	1			1	1	68	51	uvc	vampirefang belt		5	5000				D2R_Jank				str		15	15	mana-kill		4	4	slow		10	10	lifesteal		5	7	swing		10	10	light		-3	-3																										0
Verdugo's Hearty Cord	453	100	1			1	1	71	63	umc	mithril coil		5	5000	blac	blac		D2R_Jank				ac%		90	140	vit		30	40	move		10	10	balance		10	10	red-dmg%		10	15	regen		10	13																										0
Magni's Warband	454	100	1			1	1	82	62	utc	Troll Belt		5	5000	dred	dred		D2R_Jank				ac%		200	250	str		25	45	wounds/str	4			ext-att		4	7	balance		12	24	res-pois-len		25	25	swing/str	1																								0
Arcanist's Safeguard	455	100	1			1	1	85	67	uhc	Colossus Girdle		5	5000	dblu	dblu		D2R_Jank				ac%		200	250	ar/enr	16			swing/enr	1			randclassskill1		0	6	ease		-20	-20	balance		12	24	hp		75	125	nofreeze		1	1																		0
Giantskull	456	100	1			1	1	73	65	uh9	bone visage (NECRO)		3	5000	lgry	lgry		D2R_Jank				ac%		250	320	str		25	35	crush		5	5	sock		1	2																																		0
Headhunter's Glory	457	100	1			1	1	83	75	ush	troll nest (Necro)		3	5000				D2R_Jank				ac%		320	420	ac-miss		300	350	res-pois		30	40	sock		1	3	res-fire		20	30	heal-kill		5	7	smite		24	38																						0
Spike Thorn	458	100	1			1	1	78	70	upk	blade barrier		5	5000	dyel	dyel		D2R_Jank				ac%		120	150	thorns/lvl	11			dur		250	250	balance		30	30	red-dmg%		15	20	sock		1	1	smite		75	76																						0
Flame of Combat	459	100	1			1	1	35	26	dr6	Alpha Helm		3	5000	dred	dred		D2R_Jank				ac%		100	140	allskills		1	1	ext-att		1	3	sum-ex		1	3	extra-fire		10	25																														0
Mystic Command	460	100	1			1	1	35	26	dr7	Griffon Headress		3	5000				D2R_Jank				ac%		100	140	allskills		1	1	ext-missile		1	3	sum-ex		1	3	mana		50	50																														0
Rama's Protector	461	100	1			1	1	46	29	dr8	Hunter's Guise		3	5000				D2R_Jank				ac%		120	160	dru		1	2	res-all		10	20	hp%		5	10	addxp		3	3	balance		12	12																										0
Snow Spirit	462	100	1			1	1	50	32	dr9	Sacred Feathers		3	5000	cblu	cblu		D2R_Jank				ac%		120	160	dru		1	1	res-cold		30	50	res-cold-max		10	15	ext-missile		1	3	extra-cold		20	20																										0
Efreeti's Fury	463	100	1			1	1	55	41	dra	Totemic Mask		3	5000	cred	cred		D2R_Jank				ac%		140	180	allskills		1	1	skill	Firey Fury	3	7	pierce-immunity-fire		10	20	att%		150	150	dualsteal		5	5																										0
Combat Visor	464	100	1			1	1	33	25	ba6	Jawbone Visor		3	5000				D2R_Jank				ac%		100	140	allskills		1	1	ext-att		1	3	dualsteal		5	5	hp		50	75																														0
Strength of Pride	465	100	1			1	1	38	29	ba7	Lion Helm		3	5000				D2R_Jank				ac%		120	160	bar		1	2	hit-skill	Life Tap	5	3	swing		10	10	str		15	20																														0
Fighter's Stance	466	100	1			1	1	44	29	ba8	Rage Mask		3	5000	blac	blac		D2R_Jank				ac%		120	160	bar		1	2	pierce-immunity-damage		10	15	dmg		50	50	swing		15	25	ext-att		2	4																										0
Piercing Cold	467	100	1			1	1	49	32	ba9	Savage Helmet		3	5000	cblu	cblu		D2R_Jank				ac%		140	180	allskills		1	1	res-all		25	35	balance		12	24	pierce-immunity-cold		15	20	extra-cold		15	20	pierce-cold		15	20																						0
Arreat's Face	468	100	1			1	1	50	42	baa	Slayer Guard		5	5000				D2R_Jank				bar		2	2	skilltab	12	2	2	ac%		150	200	balance		30	30	att%		20	20	str		20	20	dex		20	20	lifesteal		3	6	res-all		30	30														0
Fara's Defender	469	100	1			1	1	35	26	pa6	Akaran Targe		3	5000				D2R_Jank				ac%		120	160	pal		1	1	res-all		15	25	block		25	25	balance		12	12	smite		20	21																										0
Rakkis's Guard	470	100	1			1	1	40	30	pa7	Akaran Rondache		3	5000	bwht	bwht		D2R_Jank				ac%		120	160	pierce-immunity-magic		5	15	ext-missile		1	2	blockrate		25	25	cast/enr	2			smite		24	25	enr		10	15																						0
Assaulter's Armament	471	100	1			1	1	46	34	pa8	Protector Shield		3	5000	cred	cred		D2R_Jank				ac%		140	160	allskills		1	1	skill	Zeal	2	4	ext-att		1	2	dmg		50	50	Weight-Capacity		2	4	lifesteal		3	5	smite		30	31																		0
Herald of Zakarum	472	100	1			1	1	50	42	pa9	Gilded Shield		5	5000				D2R_Jank				pal		2	2	skilltab	9	2	2	ac%		150	200	blockrate		30	30	block		30	30	str		20	20	vit		20	20	att%		20	20	res-all		50	50	smite		32	33										0
Blackheart's Barrage	473	100	1			1	1	55	41	paa	Royal Shield		5	5000				D2R_Jank				pal		2	2	skill	Shield Toss	3	7	ac%		200	250	blockrate		30	30	all-stats		10	10	dualsteal		5	10	dual%		5	10	res-all		25	25	hit-skill	Shield Toss	10	10	smite		38	39										0
Mehtan's Carrion	474	100	1			1	1	33	24	ne6	Mummified Trophy		5	5000				D2R_Jank				ac%		100	140	nec		1	1	bone-syn		15	20	res-fire		20	30	res-ltng		20	30	extra-mag		5	10																										0
Venom Storm	475	100	1			1	1	39	29	ne7	Fetish Trophy		3	5000	cgrn	cgrn		D2R_Jank				ac%		120	160	poisskill		1	3	pierce-immunity-poison		5	10	extra-pois		10	20	res-pois		50	50	res-pois-max		10	10																										0
Bone Zone	476	100	1			1	1	45	33	ne8	Sexton Trophy		3	5000				D2R_Jank				ac%		120	160	skilltab	8	1	3	skill	Bone Armor	1	3	sum-ex		1	2	bone-syn		10	10	skill	Bone Prison	3	3																										0
Contagion	477	100	1			1	1	49	36	ne9	Cantor Trophy		3	5000				D2R_Jank				ac%		140	180	allskills		1	1	aura	PatientZero	3	6	res-all		15	25	Weight-Capacity		1	3	block		20	20																										0
Homunculus	478	100	1			1	1	50	42	nea	Heirophant Trophy		5	5000				D2R_Jank				nec		2	2	skilltab	6	2	2	ac%		150	200	blockrate		30	30	block		40	40	enr		20	20	regen-mana		33	33	mana-kill		5	5	res-all		40	40														0
Cerebus	479	100	1			1	1	71	63	drb	blood spirit		5	5000	bwht	bwht		D2R_Jank				ac%		130	140	skilltab	16	2	4	lifesteal		7	10	att%		60	120	openwounds		15	33	skill	Feral Rage	1	2																										0
Pack Mentality	480	100	1			1	1	69	51	drc	Sun Spirit		3	5000				D2R_Jank				ac%		170	210	skilltab	15	2	4	skill	Grizzly	3	5	skill	Fenris	3	5	sum-ex		3	3	ravendmg		25	25	all-stats%		3	5																						0
Spiritkeeper	481	100	1			1	1	75	67	drd	earth spirit		5	5000				D2R_Jank				ac%		170	190	balance		20	20	abs-ltng		9	14	res-fire		30	40	abs-cold%		15	25	res-pois-max		10	10	dru		1	2																						0
Cavern Dweller	482	100	1			1	1	82	74	dre	sky spirit		3	5000	dgld	dgld		D2R_Jank				ac%		120	150	res-all		15	25	skilltab	17	3	3	enr		20	30	pierce-cold		10	20	skill	Murder Calling	7	7	pierce-immunity-cold		5	10																						0
Jalal's Mane	483	100	1			1	1	50	42	dra	Dream Spirit		5	5000				D2R_Jank				dru		2	2	skilltab	16	2	2	ac%		150	200	balance		30	30	att%		20	20	str		20	20	enr		20	20	mana-kill		5	5	res-all		30	30														0
Berserker's Stance	484	100	1			1	1	60	45	bab	Carnage Helm		3	5000				D2R_Jank				ac%		170	190	bar		1	2	pierce-immunity-damage		15	25	swing/str	1			ext-att		2	4	red-dmg%		8	8	Weight-Capacity		3	3																						0
Wolfhowl	485	100	1			1	1	85	79	bac	fury visor		3	5000	cred	cred		D2R_Jank				ac%		120	150	skilltab	14	2	3	str		8	15	dex		8	15	vit		8	15	oskill	Werewolf	3	6	charged	Fenris	18	15	oskill	Howl	3	6	oskill	Feral Rage	3	6														0
Demonhorn's Edge	486	100	1			1	1	69	61	bad	destroyer helm		5	5000	dgry	dgry		D2R_Jank				ac%		120	160	swing		10	10	lifesteal		3	6	thorns		55	77	skilltab	12	1	3	skilltab	13	1	3	skilltab	14	1	3																						0
Halaberd's Reign	487	100	1			1	1	85	77	bae	conqueror crown		3	5000				D2R_Jank				ac%		140	170	skilltab	13	1	1	bar		2	2	balance		20	20	regen		15	23	skill	War Stance	2	3	skill	Shout	2	3																						0
Warrior's Resolve	488	100	1			1	1	85	65	baf	Guardian Crown		3	5000				D2R_Jank				ac%		220	260	allskills		1	1	extra-elem		20	20	pierce-elem		20	20	crush/str	1			swing		15	25	hp		50	100	dualsteal		5	8																		0
Primordial Punisher	489	100	1			1	1	63	57	pab	Sacred Targe		3	5000				D2R_Jank				ac%		180	210	pal		1	2	extra-elem		20	20	cdr		20	30	res-all		35	35	ease		-15	-15	pierce-immunity-cold		5	15	pierce-immunity-fire		5	15	pierce-immunity-light		5	15														0
Alma Negra	490	100	1			1	1	85	77	pac	sacred rondache		5	5000	blac	blac		D2R_Jank				ac%		180	210	blockrate		30	30	pal		1	2	block		20	20	red-mag		5	9	att%		40	75	dmg%		40	75	smite		60	61																		0
Faithful Guardian	491	100	1			1	1	75	55	pad	Ancient Shield		5	5000				D2R_Jank				ac%		180	210	block		20	20	blockrate		20	20	skill	Sacrifice	3	5	skill	Faithful Follower	3	5	all-res		35	35	att%		150	150	smite		75	76	pal		1	2	dmg		50	75										0
Dragonscale	492	100	1			1	1	84	80	pae	zakarum shield		3	5000	dgrn	dgrn		D2R_Jank				ac%		170	200	abs-fire%		10	20	res-fire-max		5	5	str		15	25	dmg-fire		211	371	oskill	Hydra	10	10	extra-fire		15	15	smite		80	81																		0
Shield of Forsaken Light	493	100	1			1	1	90	66	paf	Vortex Shield		3	5000				D2R_Jank				oskill	Forsaken Shield	1	1	all-stats		20	30	dualsteal		10	10	pal		2	3	nofreeze		1	1	gethit-skill	Cyclone Armor	25	10	all-stats%		5	10	smite		110	111																		0
Onikuma	494	100	1			1	1	59	44	neb	Minion Skull		3	5000				D2R_Jank				res-all		30	55	sum-ex		2	2	skill	Decrepify	2	4	vit%		3	5	nec		1	2	Weight-Capacity		4	4	sum-hp		40	40																						0
Bone Parade	495	100	1			1	1	67	61	neg	Hellspawn Skull		3	5000	whit	whit		D2R_Jank				ac%		150	175	skilltab	8	1	2	bone-syn		25	35	skilltab	7	1	2	sum-ex		1	3	skill	Raise Skeleton	3	6	skill	Bone Spear	3	6	cast/enr	1																				0
Elanuzuru	496	100	1			1	1	66	49	ned	Overseer Skull		3	5000				D2R_Jank				ac%		150	175	skilltab	8	1	2	sum-ex		3	5	skill	Raise Skeletal Archer	3	5	block		30	30	red-dmg%		10	10	res-pois-max		5	5																						0
Boneflame	497	100	1			1	1	80	72	nee	succubae skull		3	5000	dred	dred		D2R_Jank				ac%		120	150	move		20	20	gethit-skill	CTC_Terror	15	3	nec		2	3	res-all		20	30																														0
Darkforce Spawn	498	100	1			1	1	72	64	nef	bloodlord skull		5	5000	cred	cred		D2R_Jank				ac%		140	180	cast		30	30	mana%		10	10	skilltab	6	1	3	skilltab	7	1	3	skilltab	8	1	3	oskill	SkullMob	1	6																						0
Ca1	499	100						0	0	Ca1	Cape							D2R_Jank																																																					0
Ca2	500	100						30	22	Ca2	Mantle							D2R_Jank																																																					0
Ca3	501	100						60	49	Ca3	Cloak							D2R_Jank																																																					0
Wp1	502	100						0	0	Wp1	Wolf Cloth							D2R_Jank																																																					0
Wp2	503	100						36	24	Wp2	Dire Pelt							D2R_Jank																																																					0
Earthshifter	504	100	1			1	1	77	69	Gg3	Fenris Fur		3	5000				D2R_Jank				ac%		250	300	hit-skill	CTC_Fissure	25	14	crush		15	15	swing		10	10	charged	Volcano	30	14	skilltab	17	1	5	cast		10	10																						0
Gg1	505	100						0	0	Gg1	Bear Hide							D2R_Jank																																																					0
Gg2	506	100						40	25	Gg2	Sleuth Slough							D2R_Jank																																																					0
Gg3	507	100						70	53	Gg3	Grizzly Gear							D2R_Jank																																																					0
Ab1	508	100						0	0	Ab1	Silent Sneakers							D2R_Jank																																																					0
Ab2	509	100						39	25	Ab2	Combat Kicks							D2R_Jank																																																					0
Shadowdancer	510	100	1			1	1	79	71	Ab3	Bladed Boots		5	5000	blac	blac		D2R_Jank				ac%		70	100	move		30	30	balance		30	30	dex		15	25	skilltab	19	1	2	ease		-20	-20																										0
Bp1	511	100						12	0	Bp1	Blessed Plate							D2R_Jank																																																					0
Bp2	512	100						60	25	Bp2	Hallowed Armor							D2R_Jank																																																					0
Templar's Might	513	100	1			8	1	82	64	Bp3	Enlightened Plate		5	5000	cgrn	cgrn		D2R_Jank				ac%		220	270	balance		20	20	ac-miss		250	300	dmg%		40	50	str		15	25	vit		15	25	pal		1	2																						0
Oa1	514	100						0	0	Oa1	Bark Armor							D2R_Jank																																																					0
Oa2	515	100						31	25	Oa2	Cedar Chest							D2R_Jank																																																					0
Oa3	516	100						76	57	Oa3	Oaken Armor							D2R_Jank																																																					0
Vg1	517	100						20	0	Vg1	Arcanic Touch							D2R_Jank																																																					0
Vg2	518	100						49	25	Vg2	Elemental Outreach							D2R_Jank																																																					0
Firebelr	519	100	1			1	1	76	57	Vg3	Vizjerei Vestige		3	5000				D2R_Jank				sum-ex		2	3	FireBall-Radius		3	5	skill	Fire Ball	3	7	pierce-immunity-fire		10	20	cast		25	25	extra-fire		15	15																										0
Flightless	520	100	1			1	1	5	7	aqv	Arrows		3	1				D2R_Jank				swing		10	10	dex		5	15	noconsume		100	100	dmg%		20	30	pierce		33	33																														0
Pinpoint	521	100	1			1	1	15	16	aqv	Arrows		3	1				D2R_Jank				swing		20	20	noconsume		100	100	stupidity		4	5	dmg%		30	45	res-all		7	10	move		10	10	att		60	180																						0
Nokozan Relic	522	0	1			20	1	14	10	amu	Amulet		5	5000	lgld			D2R_Jank				dmg-fire		3	6	res-fire-max		10	10	res-fire		50	50	light		3	3	balance		20	20																														0
The Eye of Etlich	523	0	1			5	1	20	15	amu	Amulet		5	5000	dgld			D2R_Jank				ac-miss		10	40	light		1	5	allskills		1	1	lifesteal		3	7	cold-min		1	2	cold-max		3	5	cold-len		50	250																						0
The Mahim-Oak Curio	524	0	1			10	1	34	25	amu	Amulet		5	5000	lpur			D2R_Jank				dex		10	10	str		10	10	enr		10	10	vit		10	10	light		10	10	att%		10	10	res-all		10	10	ac%		10	10	cdr		10	10														0
Nagelring	525	0	1			15	1	10	7	rin	Ring		5	5000	dpur			D2R_Jank				red-mag		3	3	thorns		3	3	att		50	75	mag%		15	30	balance		6	10																														0
Manald Heal	526	0	1			15	1	20	15	rin	Ring		5	5000	oran			D2R_Jank				manasteal		4	7	regen		5	8	hp		20	20	regen-mana		20	20	heal-kill		3	5																														0
The Stone of Jordan	527	0	1			1	1	39	29	rin	Ring		5	5000	whit			D2R_Jank				mana		20	20	mana%		25	25	ltng-min		1	1	allskills		1	1	ltng-max		12	12																													1	0
Bul Katho's Wedding Band	528	100	1			1	1	66	58	rin	Ring		5	5000	dpur	dpur		D2R_Jank				hp/lvl	4			allskills		1	1	lifesteal		3	5	mana-kill		2	8																																		0
The Cat's Eye	529	100	1			5	1	58	50	amu	Amulet		5	5000	oran	oran		D2R_Jank				move		30	30	swing		20	20	ac		100	100	ac-miss		100	100	dex		25	25																														0
The Rising Sun	530	100	1			5	1	73	65	amu	Amulet		5	5000	lgld	lgld		D2R_Jank				abs-fire/lvl	6			light		4	4	gethit-skill	CTC_Meteor	2	0	dmg-fire		24	48	fireskill		2	2	regen		10	10																										0
Crescent Moon	531	100	1			5	1	58	50	amu	Amulet		5	5000	lblu	lblu		D2R_Jank				manasteal		11	15	red-mag		10	10	dmg-to-mana		10	10	light		-2	-2	mana		45	45	lifesteal		3	6	swing		10	20																						0
Mara's Kaleidoscope	532	100	1			5	1	80	67	amu	Amulet		5	5000	oran	oran		D2R_Jank				allskills		2	2	res-all		20	30	str		5	5	dex		5	5	vit		5	5	enr		5	5																										0
Atma's Scarab	533	100	1			5	1	60	60	amu	Amulet		5	5000	cgrn	cgrn		D2R_Jank				dmg-pois	100	102	102	res-pois		75	75	light		3	3	thorns		5	5	hit-skill	CTC_TearDown	5	2	att%		20	20																										0
Dwarf Star	534	100	1			10	1	53	45	rin	Ring		5	5000	dgry	dgry		D2R_Jank				gold%		100	100	mag%		10	20	move		10	15	hp		40	40	red-mag		12	15	abs-fire%		15	15																										0
Raven Frost	535	100	1			10	1	53	45	rin	Ring		5	5000	cblu	cblu		D2R_Jank				nofreeze		1	1	dmg-cold	100	15	45	abs-cold%		20	20	mana		40	40	dex		15	20	att		150	250																										0
Highlord's Wrath	536	100	1			5	1	73	65	amu	Amulet		5	5000	bwht	bwht		D2R_Jank				res-ltng		35	35	dmg-ltng		1	30	swing		20	20	allskills		1	1	deadly/lvl	3			light-thorns		15	15																										0
Saracen's Chance	537	100	1			5	1	55	47	amu	Amulet		5	5000	dpur	dpur		D2R_Jank				res-all		15	25	gethit-skill	CTC_IronMaiden	10	2	str		12	12	dex		12	12	enr		12	12	vit		12	12																										0
Nature's Peace	538	100	1			3	1	77	69	rin	ring		5	5000	dgrn	dgrn		D2R_Jank				noheal		1	1	rip		1	1	red-dmg		7	11	res-pois		20	30	charged	CHARGE_Oak_Sage	27	5																														0
Seraph's Hymn	539	100	1			3	1	73	65	amu	amulet		5	5000	bwht	bwht		D2R_Jank				allskills		2	2	skilltab	11	1	2	dmg-demon		25	50	dmg-undead		25	50	att-demon		150	250	att-undead		150	250	light		2	2																						0
Wisp Projector	540	100	1			1	1	84	76	rin	ring		5	5000	bwht	bwht		D2R_Jank				abs-ltng%		10	20	hit-skill	CTC_Lightning	10	16	mag%		10	20	charged	CHARGE_Oak_Sage	15	2	charged	CHARGE_Heart_of_Wolverine	13	5	charged	CHARGE_Spirit_of_Barbs	11	7																										0
Constricting Ring	541	100	0			1	0	95	95	rin	Ring		5	5000	cblu	cblu		D2R_Jank				res-all		100	100	regen		-30	-30	mag%		100	100	res-all-max		15	15	mana%		-25	-25	hp%		-25	-25		0																								0
Gheed's Fortune	542	100	1			1	1	70	62	cm3	charm	1	3	5000	lgld			D2R_Jank				mag%		20	40	gold%		80	160	all-stats		5	15																																	Weight-Tracker		3	3		0
Annihilus	543	100	1			1	1	110	70	cm1	charm	1	3	5000				D2R_Jank				allskills		1	1	all-stats		10	20	res-all		10	20	addxp		5	10																													Weight-Tracker		2	2		0
Carrion Wind	544	100	1			3	1	68	60	rin	ring		3	5000				D2R_Jank				ac-miss		100	160	lifesteal		6	9	res-pois		55	55	gethit-skill	CTC_PoisonNova	10	10	charged	Blight Strike	60	15	hit-skill	CTC_Twister	8	13	dmg-to-mana		10	10	att		100	100																		0
Metalgrid	545	100	1			2	1	85	81	amu	amulet		5	5000				D2R_Jank				ac		300	350	res-all		25	35	att		400	450	charged	Iron Golem	11	22	sum-ex		1	2																														0
Rainbow Facet	546	100	1			1	1	85	1	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	death-skill	CTC_ChainLightning	100	47	pierce-immunity-light		5	5																														0
Rainbow Facet	547	100	1			1	1	85	1	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	death-skill	CTC_Blizzard	100	37	pierce-immunity-cold		5	5																														0
Rainbow Facet	548	100	1			1	1	85	1	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	death-skill	CTC_Meteor	100	31	pierce-immunity-fire		5	5																														0
Rainbow Facet	549	100	1			1	1	85	1	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	death-skill	CTC_PoisonNova	100	51	pierce-immunity-poison		5	5																														0
Rainbow Facet	550	100	1			1	1	85	1	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	levelup-skill	CTC_Nova	100	41	pierce-immunity-light		5	5																														0
Rainbow Facet	551	100	1			1	1	85	1	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	levelup-skill	CTC_FrostNova	100	43	pierce-immunity-cold		5	5																														0
Rainbow Facet	552	100	1			1	1	85	1	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	levelup-skill	CTC_Blaze	100	29	pierce-immunity-fire		5	5																														0
Rainbow Facet	553	100	1			1	1	85	1	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	levelup-skill	CTC_Venom	100	23	pierce-immunity-poison		5	5																														0
Rainbow Facet	554	100	1			1	1	85	1	jew	jewel		3	5000								dmg		5	10	dmg%		5	10	death-skill	Landslide	100	50	pierce-immunity-damage		5	5																																		0
