Name	*StringName	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	*IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl	MonLvl(N)	MonLvl(H)	MonLvlEx	MonLvlEx(N)	MonLvlEx(H)	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	mon21	mon22	mon23	mon24	mon25	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	nmon21	nmon22	nmon23	nmon24	nmon25	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	umon21	umon22	umon23	umon24	umon25	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	LevelEntry	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	LevelGroup
Act 5 - Torment Trials 6		142	4	4			0	200	200	200	200	200	200	200	1200	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	143	141	167	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	47	255	Torment6	TormentWarp6	TormentTitle6	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 7		143	4	4			0	200	200	200	200	200	200	200	1400	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	144	142	168	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	47	255	Torment7	TormentWarp7	TormentTitle7	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 8		144	4	4			0	200	200	200	200	200	200	200	1600	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	145	143	169	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	47	255	Torment8	TormentWarp8	TormentTitle8	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 9		145	4	4			0	200	200	200	200	200	200	200	1800	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	146	144	170	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	47	255	Torment9	TormentWarp9	TormentTitle9	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 10		146	4	4			0	200	200	200	200	200	200	200	2000	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	147	145	171	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	47	255	Torment10	TormentWarp10	TormentTitle10	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 11		147	4	4			0	200	200	200	200	200	200	200	2200	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	148	146	172	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	47	255	Torment11	TormentWarp11	TormentTitle11	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 12		148	4	4			0	200	200	200	200	200	200	200	2400	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	149	147	173	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	47	255	Torment12	TormentWarp12	TormentTitle12	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 13		149	4	4			0	200	200	200	200	200	200	200	2600	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	150	148	174	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	47	255	Torment13	TormentWarp13	TormentTitle13	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 14		150	4	4			0	200	200	200	200	200	200	400	200	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	151	149	175	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	47	255	Torment14	TormentWarp14	TormentTitle14	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 15		151	4	4			0	200	200	200	200	200	200	400	400	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	152	150	176	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	47	255	Torment15	TormentWarp15	TormentTitle15	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 16		152	4	4			0	200	200	200	200	200	200	400	600	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	153	151	177	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	47	255	Torment16	TormentWarp16	TormentTitle16	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 17		153	4	4			0	200	200	200	200	200	200	400	800	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	154	152	178	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	47	255	Torment17	TormentWarp17	TormentTitle17	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 18		154	4	4			0	200	200	200	200	200	200	400	1000	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	155	153	179	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	47	255	Torment18	TormentWarp18	TormentTitle18	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 19		155	4	4			0	200	200	200	200	200	200	400	1200	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	156	154	180	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	47	255	Torment19	TormentWarp19	TormentTitle19	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 20		156	4	4			0	200	200	200	200	200	200	400	1400	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	157	155	181	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	47	255	Torment20	TormentWarp20	TormentTitle20	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 21		157	4	4			0	200	200	200	200	200	200	400	1600	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	158	156	182	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	47	255	Torment21	TormentWarp21	TormentTitle21	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 22		158	4	4			0	200	200	200	200	200	200	400	1800	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	159	157	183	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	47	255	Torment22	TormentWarp22	TormentTitle22	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 23		159	4	4			0	200	200	200	200	200	200	400	2000	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	160	158	184	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	47	255	Torment23	TormentWarp23	TormentTitle23	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 24		160	4	4			0	200	200	200	200	200	200	400	2200	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	161	159	185	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	47	255	Torment24	TormentWarp24	TormentTitle24	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Torment Trials 25		161	4	4			0	200	200	200	200	200	200	400	2400	0	2	0	0	0	0	1	1	0	1	1	33	-1	-1	-1	-1	187	160	186	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1400	1400	1400	5	6	7	8	7	9	0	0	5	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					1	trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																					trial_barb	trial_imp	trial_horde	trial_witch	trial_mauler																																	0	47	255	Torment25	TormentWarp25	TormentTitle25	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	
Act 5 - Icy Hell 1		162	4	4			1	32	32	32	32	32	32	1600	2000	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	137	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					1	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																																	0	40	255	IcyHell1	IcyHellWarp1	IcyHellTitle1	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 2		163	4	4			2	32	32	32	32	32	32	1600	2040	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	138	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					1	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																																	0	40	255	IcyHell2	IcyHellWarp2	IcyHellTitle2	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 3		164	4	4			3	32	32	32	32	32	32	1600	2080	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	139	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					1	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																																	0	40	255	IcyHell3	IcyHellWarp3	IcyHellTitle3	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 4		165	4	4			4	32	32	32	32	32	32	1600	2120	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	140	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					1	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																																	0	40	255	IcyHell4	IcyHellWarp4	IcyHellTitle4	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 5		166	4	4			5	32	32	32	32	32	32	1600	2160	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	141	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					1	trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																					trial_arach	trial_crow	trial_c_archer	trial_smith	trial_cold_mage																																	0	40	255	IcyHell5	IcyHellWarp5	IcyHellTitle5	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 6		167	4	4			6	32	32	32	32	32	32	1800	1840	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	142	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	40	255	IcyHell6	IcyHellWarp6	IcyHellTitle6	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 7		168	4	4			7	32	32	32	32	32	32	1800	1880	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	143	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	40	255	IcyHell7	IcyHellWarp7	IcyHellTitle7	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 8		169	4	4			8	32	32	32	32	32	32	1800	1920	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	144	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	40	255	IcyHell8	IcyHellWarp8	IcyHellTitle8	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 9		170	4	4			9	32	32	32	32	32	32	1800	1960	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	145	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	40	255	IcyHell9	IcyHellWarp9	IcyHellTitle9	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 10		171	4	4			10	32	32	32	32	32	32	1800	2000	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	146	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					1	trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																					trial_wraith	trial_scarab	trial_vampire	trial_raider	trial_viper																																	0	40	255	IcyHell10	IcyHellWarp10	IcyHellTitle10	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 11		172	4	4			11	32	32	32	32	32	32	1800	2040	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	147	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	40	255	IcyHell11	IcyHellWarp11	IcyHellTitle11	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 12		173	4	4			12	32	32	32	32	32	32	1800	2080	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	148	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	40	255	IcyHell12	IcyHellWarp12	IcyHellTitle12	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 13		174	4	4			13	32	32	32	32	32	32	1800	2120	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	149	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	40	255	IcyHell13	IcyHellWarp13	IcyHellTitle13	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 14		175	4	4			14	32	32	32	32	32	32	1800	2160	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	150	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	40	255	IcyHell14	IcyHellWarp14	IcyHellTitle14	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 15		176	4	4			15	32	32	32	32	32	32	1800	2200	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	151	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					1	trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																					trial_hulk	trial_fetish	trial_zealot	trial_frog	trial_council																																	0	40	255	IcyHell15	IcyHellWarp15	IcyHellTitle15	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 16		177	4	4			16	32	32	32	32	32	32	1800	2240	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	152	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	40	255	IcyHell16	IcyHellWarp16	IcyHellTitle16	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 17		178	4	4			17	32	32	32	32	32	32	1600	2640	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	153	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	40	255	IcyHell17	IcyHellWarp17	IcyHellTitle17	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
Act 5 - Icy Hell 18		179	4	4			18	32	32	32	32	32	32	1600	2680	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	154	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	95	95	95	95	95	95	1200	1200	1200	3	5	5	6	7	9	1	0	5	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					1	trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																					trial_wisp	trial_defiler	trial_knight	trial_demon	trial_bat																																	0	40	255	IcyHell18	IcyHellWarp18	IcyHellTitle18	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	
